Plan,Name,Min,Max,Cost,Annual,Send,PPS,
"$91,798",High Volume,"9,305,001","9,310,000","$91,798","$917,980","111,720,000",$0.0098,
"$91,847",High Volume,"9,310,001","9,315,000","$91,847","$918,470","111,780,000",$0.0098,
"$91,896",High Volume,"9,315,001","9,320,000","$91,896","$918,960","111,840,000",$0.0098,
"$91,945",High Volume,"9,320,001","9,325,000","$91,945","$919,450","111,900,000",$0.0098,
"$91,994",High Volume,"9,325,001","9,330,000","$91,994","$919,940","111,960,000",$0.0098,
"$92,043",High Volume,"9,330,001","9,335,000","$92,043","$920,430","112,020,000",$0.0098,
"$92,092",High Volume,"9,335,001","9,340,000","$92,092","$920,920","112,080,000",$0.0098,
"$92,141",High Volume,"9,340,001","9,345,000","$92,141","$921,410","112,140,000",$0.0098,
"$92,190",High Volume,"9,345,001","9,350,000","$92,190","$921,900","112,200,000",$0.0098,
"$92,239",High Volume,"9,350,001","9,355,000","$92,239","$922,390","112,260,000",$0.0098,
"$92,288",High Volume,"9,355,001","9,360,000","$92,288","$922,880","112,320,000",$0.0098,
"$92,337",High Volume,"9,360,001","9,365,000","$92,337","$923,370","112,380,000",$0.0098,
"$92,386",High Volume,"9,365,001","9,370,000","$92,386","$923,860","112,440,000",$0.0098,
"$92,435",High Volume,"9,370,001","9,375,000","$92,435","$924,350","112,500,000",$0.0098,
"$92,484",High Volume,"9,375,001","9,380,000","$92,484","$924,840","112,560,000",$0.0098,
"$92,533",High Volume,"9,380,001","9,385,000","$92,533","$925,330","112,620,000",$0.0098,
"$92,582",High Volume,"9,385,001","9,390,000","$92,582","$925,820","112,680,000",$0.0098,
"$92,631",High Volume,"9,390,001","9,395,000","$92,631","$926,310","112,740,000",$0.0098,
"$92,680",High Volume,"9,395,001","9,400,000","$92,680","$926,800","112,800,000",$0.0098,
"$92,729",High Volume,"9,400,001","9,405,000","$92,729","$927,290","112,860,000",$0.0098,
"$92,778",High Volume,"9,405,001","9,410,000","$92,778","$927,780","112,920,000",$0.0098,
"$92,827",High Volume,"9,410,001","9,415,000","$92,827","$928,270","112,980,000",$0.0098,
"$92,876",High Volume,"9,415,001","9,420,000","$92,876","$928,760","113,040,000",$0.0098,
"$92,925",High Volume,"9,420,001","9,425,000","$92,925","$929,250","113,100,000",$0.0098,
"$92,974",High Volume,"9,425,001","9,430,000","$92,974","$929,740","113,160,000",$0.0098,
"$93,023",High Volume,"9,430,001","9,435,000","$93,023","$930,230","113,220,000",$0.0098,
"$93,072",High Volume,"9,435,001","9,440,000","$93,072","$930,720","113,280,000",$0.0098,
"$93,121",High Volume,"9,440,001","9,445,000","$93,121","$931,210","113,340,000",$0.0098,
"$93,170",High Volume,"9,445,001","9,450,000","$93,170","$931,700","113,400,000",$0.0098,
"$93,219",High Volume,"9,450,001","9,455,000","$93,219","$932,190","113,460,000",$0.0098,
"$93,268",High Volume,"9,455,001","9,460,000","$93,268","$932,680","113,520,000",$0.0098,
"$93,317",High Volume,"9,460,001","9,465,000","$93,317","$933,170","113,580,000",$0.0098,
"$93,366",High Volume,"9,465,001","9,470,000","$93,366","$933,660","113,640,000",$0.0098,
"$93,415",High Volume,"9,470,001","9,475,000","$93,415","$934,150","113,700,000",$0.0098,
"$93,464",High Volume,"9,475,001","9,480,000","$93,464","$934,640","113,760,000",$0.0098,
"$93,513",High Volume,"9,480,001","9,485,000","$93,513","$935,130","113,820,000",$0.0098,
"$93,562",High Volume,"9,485,001","9,490,000","$93,562","$935,620","113,880,000",$0.0098,
"$93,611",High Volume,"9,490,001","9,495,000","$93,611","$936,110","113,940,000",$0.0098,
"$93,660",High Volume,"9,495,001","9,500,000","$93,660","$936,600","114,000,000",$0.0098,
"$93,709",High Volume,"9,500,001","9,505,000","$93,709","$937,090","114,060,000",$0.0098,
"$93,758",High Volume,"9,505,001","9,510,000","$93,758","$937,580","114,120,000",$0.0098,
"$93,807",High Volume,"9,510,001","9,515,000","$93,807","$938,070","114,180,000",$0.0098,
"$93,856",High Volume,"9,515,001","9,520,000","$93,856","$938,560","114,240,000",$0.0098,
"$93,905",High Volume,"9,520,001","9,525,000","$93,905","$939,050","114,300,000",$0.0098,
"$93,954",High Volume,"9,525,001","9,530,000","$93,954","$939,540","114,360,000",$0.0098,
"$94,003",High Volume,"9,530,001","9,535,000","$94,003","$940,030","114,420,000",$0.0098,
"$94,052",High Volume,"9,535,001","9,540,000","$94,052","$940,520","114,480,000",$0.0098,
"$94,101",High Volume,"9,540,001","9,545,000","$94,101","$941,010","114,540,000",$0.0098,
"$94,150",High Volume,"9,545,001","9,550,000","$94,150","$941,500","114,600,000",$0.0098,
"$94,199",High Volume,"9,550,001","9,555,000","$94,199","$941,990","114,660,000",$0.0098,
"$94,248",High Volume,"9,555,001","9,560,000","$94,248","$942,480","114,720,000",$0.0098,
"$94,297",High Volume,"9,560,001","9,565,000","$94,297","$942,970","114,780,000",$0.0098,
"$94,346",High Volume,"9,565,001","9,570,000","$94,346","$943,460","114,840,000",$0.0098,
"$94,395",High Volume,"9,570,001","9,575,000","$94,395","$943,950","114,900,000",$0.0098,
"$94,444",High Volume,"9,575,001","9,580,000","$94,444","$944,440","114,960,000",$0.0098,
"$94,493",High Volume,"9,580,001","9,585,000","$94,493","$944,930","115,020,000",$0.0098,
"$94,542",High Volume,"9,585,001","9,590,000","$94,542","$945,420","115,080,000",$0.0098,
"$94,591",High Volume,"9,590,001","9,595,000","$94,591","$945,910","115,140,000",$0.0098,
"$94,640",High Volume,"9,595,001","9,600,000","$94,640","$946,400","115,200,000",$0.0098,
"$94,689",High Volume,"9,600,001","9,605,000","$94,689","$946,890","115,260,000",$0.0098,
"$94,738",High Volume,"9,605,001","9,610,000","$94,738","$947,380","115,320,000",$0.0098,
"$94,787",High Volume,"9,610,001","9,615,000","$94,787","$947,870","115,380,000",$0.0098,
"$94,836",High Volume,"9,615,001","9,620,000","$94,836","$948,360","115,440,000",$0.0098,
"$94,885",High Volume,"9,620,001","9,625,000","$94,885","$948,850","115,500,000",$0.0098,
"$94,934",High Volume,"9,625,001","9,630,000","$94,934","$949,340","115,560,000",$0.0098,
"$94,983",High Volume,"9,630,001","9,635,000","$94,983","$949,830","115,620,000",$0.0098,
"$95,032",High Volume,"9,635,001","9,640,000","$95,032","$950,320","115,680,000",$0.0098,
"$95,081",High Volume,"9,640,001","9,645,000","$95,081","$950,810","115,740,000",$0.0098,
"$95,130",High Volume,"9,645,001","9,650,000","$95,130","$951,300","115,800,000",$0.0098,
"$95,179",High Volume,"9,650,001","9,655,000","$95,179","$951,790","115,860,000",$0.0098,
"$95,228",High Volume,"9,655,001","9,660,000","$95,228","$952,280","115,920,000",$0.0098,
"$95,277",High Volume,"9,660,001","9,665,000","$95,277","$952,770","115,980,000",$0.0098,
"$95,326",High Volume,"9,665,001","9,670,000","$95,326","$953,260","116,040,000",$0.0098,
"$95,375",High Volume,"9,670,001","9,675,000","$95,375","$953,750","116,100,000",$0.0098,
"$95,424",High Volume,"9,675,001","9,680,000","$95,424","$954,240","116,160,000",$0.0098,
"$95,473",High Volume,"9,680,001","9,685,000","$95,473","$954,730","116,220,000",$0.0098,
"$95,522",High Volume,"9,685,001","9,690,000","$95,522","$955,220","116,280,000",$0.0098,
"$95,571",High Volume,"9,690,001","9,695,000","$95,571","$955,710","116,340,000",$0.0098,
"$95,620",High Volume,"9,695,001","9,700,000","$95,620","$956,200","116,400,000",$0.0098,
"$95,669",High Volume,"9,700,001","9,705,000","$95,669","$956,690","116,460,000",$0.0098,
"$95,718",High Volume,"9,705,001","9,710,000","$95,718","$957,180","116,520,000",$0.0098,
"$95,767",High Volume,"9,710,001","9,715,000","$95,767","$957,670","116,580,000",$0.0098,
"$95,816",High Volume,"9,715,001","9,720,000","$95,816","$958,160","116,640,000",$0.0098,
"$95,865",High Volume,"9,720,001","9,725,000","$95,865","$958,650","116,700,000",$0.0098,
"$95,914",High Volume,"9,725,001","9,730,000","$95,914","$959,140","116,760,000",$0.0098,
"$95,963",High Volume,"9,730,001","9,735,000","$95,963","$959,630","116,820,000",$0.0098,
"$96,012",High Volume,"9,735,001","9,740,000","$96,012","$960,120","116,880,000",$0.0098,
"$96,061",High Volume,"9,740,001","9,745,000","$96,061","$960,610","116,940,000",$0.0098,
"$96,110",High Volume,"9,745,001","9,750,000","$96,110","$961,100","117,000,000",$0.0098,
"$96,159",High Volume,"9,750,001","9,755,000","$96,159","$961,590","117,060,000",$0.0098,
"$96,208",High Volume,"9,755,001","9,760,000","$96,208","$962,080","117,120,000",$0.0098,
"$96,257",High Volume,"9,760,001","9,765,000","$96,257","$962,570","117,180,000",$0.0098,
"$96,306",High Volume,"9,765,001","9,770,000","$96,306","$963,060","117,240,000",$0.0098,
"$96,355",High Volume,"9,770,001","9,775,000","$96,355","$963,550","117,300,000",$0.0098,
"$96,404",High Volume,"9,775,001","9,780,000","$96,404","$964,040","117,360,000",$0.0098,
"$96,453",High Volume,"9,780,001","9,785,000","$96,453","$964,530","117,420,000",$0.0098,
"$96,502",High Volume,"9,785,001","9,790,000","$96,502","$965,020","117,480,000",$0.0098,
"$96,551",High Volume,"9,790,001","9,795,000","$96,551","$965,510","117,540,000",$0.0098,
"$96,600",High Volume,"9,795,001","9,800,000","$96,600","$966,000","117,600,000",$0.0098,
"$96,649",High Volume,"9,800,001","9,805,000","$96,649","$966,490","117,660,000",$0.0098,
"$96,698",High Volume,"9,805,001","9,810,000","$96,698","$966,980","117,720,000",$0.0098,
"$96,747",High Volume,"9,810,001","9,815,000","$96,747","$967,470","117,780,000",$0.0098,
"$96,796",High Volume,"9,815,001","9,820,000","$96,796","$967,960","117,840,000",$0.0098,
"$96,845",High Volume,"9,820,001","9,825,000","$96,845","$968,450","117,900,000",$0.0098,
"$96,894",High Volume,"9,825,001","9,830,000","$96,894","$968,940","117,960,000",$0.0098,
"$96,943",High Volume,"9,830,001","9,835,000","$96,943","$969,430","118,020,000",$0.0098,
"$96,992",High Volume,"9,835,001","9,840,000","$96,992","$969,920","118,080,000",$0.0098,
"$97,041",High Volume,"9,840,001","9,845,000","$97,041","$970,410","118,140,000",$0.0098,
"$97,090",High Volume,"9,845,001","9,850,000","$97,090","$970,900","118,200,000",$0.0098,
"$97,139",High Volume,"9,850,001","9,855,000","$97,139","$971,390","118,260,000",$0.0098,
"$97,188",High Volume,"9,855,001","9,860,000","$97,188","$971,880","118,320,000",$0.0098,
"$97,237",High Volume,"9,860,001","9,865,000","$97,237","$972,370","118,380,000",$0.0098,
"$97,286",High Volume,"9,865,001","9,870,000","$97,286","$972,860","118,440,000",$0.0098,
"$97,335",High Volume,"9,870,001","9,875,000","$97,335","$973,350","118,500,000",$0.0098,
"$97,384",High Volume,"9,875,001","9,880,000","$97,384","$973,840","118,560,000",$0.0098,
"$97,433",High Volume,"9,880,001","9,885,000","$97,433","$974,330","118,620,000",$0.0098,
"$97,482",High Volume,"9,885,001","9,890,000","$97,482","$974,820","118,680,000",$0.0098,
"$97,531",High Volume,"9,890,001","9,895,000","$97,531","$975,310","118,740,000",$0.0098,
"$97,580",High Volume,"9,895,001","9,900,000","$97,580","$975,800","118,800,000",$0.0098,
"$97,629",High Volume,"9,900,001","9,905,000","$97,629","$976,290","118,860,000",$0.0098,
"$97,678",High Volume,"9,905,001","9,910,000","$97,678","$976,780","118,920,000",$0.0098,
"$97,727",High Volume,"9,910,001","9,915,000","$97,727","$977,270","118,980,000",$0.0098,
"$97,776",High Volume,"9,915,001","9,920,000","$97,776","$977,760","119,040,000",$0.0098,
"$97,825",High Volume,"9,920,001","9,925,000","$97,825","$978,250","119,100,000",$0.0098,
"$97,874",High Volume,"9,925,001","9,930,000","$97,874","$978,740","119,160,000",$0.0098,
"$97,923",High Volume,"9,930,001","9,935,000","$97,923","$979,230","119,220,000",$0.0098,
"$97,972",High Volume,"9,935,001","9,940,000","$97,972","$979,720","119,280,000",$0.0098,
"$98,021",High Volume,"9,940,001","9,945,000","$98,021","$980,210","119,340,000",$0.0098,
"$98,070",High Volume,"9,945,001","9,950,000","$98,070","$980,700","119,400,000",$0.0098,
"$98,119",High Volume,"9,950,001","9,955,000","$98,119","$981,190","119,460,000",$0.0098,
"$98,168",High Volume,"9,955,001","9,960,000","$98,168","$981,680","119,520,000",$0.0098,
"$98,217",High Volume,"9,960,001","9,965,000","$98,217","$982,170","119,580,000",$0.0098,
"$98,266",High Volume,"9,965,001","9,970,000","$98,266","$982,660","119,640,000",$0.0098,
"$98,315",High Volume,"9,970,001","9,975,000","$98,315","$983,150","119,700,000",$0.0098,
"$98,364",High Volume,"9,975,001","9,980,000","$98,364","$983,640","119,760,000",$0.0098,
"$98,413",High Volume,"9,980,001","9,985,000","$98,413","$984,130","119,820,000",$0.0098,
"$98,462",High Volume,"9,985,001","9,990,000","$98,462","$984,620","119,880,000",$0.0098,
"$98,511",High Volume,"9,990,001","9,995,000","$98,511","$985,110","119,940,000",$0.0098,
"$98,560",High Volume,"9,995,001","10,000,000","$98,560","$985,600","120,000,000",$0.0098,
"$98,609",High Volume,"10,000,001","10,005,000","$98,609","$986,090","120,060,000",$0.0098,
"$98,658",High Volume,"10,005,001","10,010,000","$98,658","$986,580","120,120,000",$0.0098,
"$98,707",High Volume,"10,010,001","10,015,000","$98,707","$987,070","120,180,000",$0.0098,
"$98,756",High Volume,"10,015,001","10,020,000","$98,756","$987,560","120,240,000",$0.0098,
"$98,805",High Volume,"10,020,001","10,025,000","$98,805","$988,050","120,300,000",$0.0098,
"$98,854",High Volume,"10,025,001","10,030,000","$98,854","$988,540","120,360,000",$0.0098,
"$98,903",High Volume,"10,030,001","10,035,000","$98,903","$989,030","120,420,000",$0.0098,
"$98,952",High Volume,"10,035,001","10,040,000","$98,952","$989,520","120,480,000",$0.0098,
"$99,001",High Volume,"10,040,001","10,045,000","$99,001","$990,010","120,540,000",$0.0098,
"$99,050",High Volume,"10,045,001","10,050,000","$99,050","$990,500","120,600,000",$0.0098,
"$99,099",High Volume,"10,050,001","10,055,000","$99,099","$990,990","120,660,000",$0.0098,
"$99,148",High Volume,"10,055,001","10,060,000","$99,148","$991,480","120,720,000",$0.0098,
"$99,197",High Volume,"10,060,001","10,065,000","$99,197","$991,970","120,780,000",$0.0098,
"$99,246",High Volume,"10,065,001","10,070,000","$99,246","$992,460","120,840,000",$0.0098,
"$99,295",High Volume,"10,070,001","10,075,000","$99,295","$992,950","120,900,000",$0.0098,
"$99,344",High Volume,"10,075,001","10,080,000","$99,344","$993,440","120,960,000",$0.0098,
"$99,393",High Volume,"10,080,001","10,085,000","$99,393","$993,930","121,020,000",$0.0098,
"$99,442",High Volume,"10,085,001","10,090,000","$99,442","$994,420","121,080,000",$0.0098,
"$99,491",High Volume,"10,090,001","10,095,000","$99,491","$994,910","121,140,000",$0.0098,
"$99,540",High Volume,"10,095,001","10,100,000","$99,540","$995,400","121,200,000",$0.0098,
"$99,589",High Volume,"10,100,001","10,105,000","$99,589","$995,890","121,260,000",$0.0098,
"$99,638",High Volume,"10,105,001","10,110,000","$99,638","$996,380","121,320,000",$0.0098,
"$99,687",High Volume,"10,110,001","10,115,000","$99,687","$996,870","121,380,000",$0.0098,
"$99,736",High Volume,"10,115,001","10,120,000","$99,736","$997,360","121,440,000",$0.0098,
"$99,785",High Volume,"10,120,001","10,125,000","$99,785","$997,850","121,500,000",$0.0098,
"$99,834",High Volume,"10,125,001","10,130,000","$99,834","$998,340","121,560,000",$0.0098,
"$99,883",High Volume,"10,130,001","10,135,000","$99,883","$998,830","121,620,000",$0.0098,
"$99,932",High Volume,"10,135,001","10,140,000","$99,932","$999,320","121,680,000",$0.0098,
"$99,981",High Volume,"10,140,001","10,145,000","$99,981","$999,810","121,740,000",$0.0098,
"$100,030",High Volume,"10,145,001","10,150,000","$100,030","$1,000,300","121,800,000",$0.0098,
"$100,079",High Volume,"10,150,001","10,155,000","$100,079","$1,000,790","121,860,000",$0.0098,
"$100,128",High Volume,"10,155,001","10,160,000","$100,128","$1,001,280","121,920,000",$0.0098,
"$100,177",High Volume,"10,160,001","10,165,000","$100,177","$1,001,770","121,980,000",$0.0098,
"$100,226",High Volume,"10,165,001","10,170,000","$100,226","$1,002,260","122,040,000",$0.0098,
"$100,275",High Volume,"10,170,001","10,175,000","$100,275","$1,002,750","122,100,000",$0.0098,
"$100,324",High Volume,"10,175,001","10,180,000","$100,324","$1,003,240","122,160,000",$0.0098,
"$100,373",High Volume,"10,180,001","10,185,000","$100,373","$1,003,730","122,220,000",$0.0098,
"$100,422",High Volume,"10,185,001","10,190,000","$100,422","$1,004,220","122,280,000",$0.0098,
"$100,471",High Volume,"10,190,001","10,195,000","$100,471","$1,004,710","122,340,000",$0.0098,
"$100,520",High Volume,"10,195,001","10,200,000","$100,520","$1,005,200","122,400,000",$0.0098,
"$100,569",High Volume,"10,200,001","10,205,000","$100,569","$1,005,690","122,460,000",$0.0098,
"$100,618",High Volume,"10,205,001","10,210,000","$100,618","$1,006,180","122,520,000",$0.0098,
"$100,667",High Volume,"10,210,001","10,215,000","$100,667","$1,006,670","122,580,000",$0.0098,
"$100,716",High Volume,"10,215,001","10,220,000","$100,716","$1,007,160","122,640,000",$0.0098,
"$100,765",High Volume,"10,220,001","10,225,000","$100,765","$1,007,650","122,700,000",$0.0098,
"$100,814",High Volume,"10,225,001","10,230,000","$100,814","$1,008,140","122,760,000",$0.0098,
"$100,863",High Volume,"10,230,001","10,235,000","$100,863","$1,008,630","122,820,000",$0.0098,
"$100,912",High Volume,"10,235,001","10,240,000","$100,912","$1,009,120","122,880,000",$0.0098,
"$100,961",High Volume,"10,240,001","10,245,000","$100,961","$1,009,610","122,940,000",$0.0098,
"$101,010",High Volume,"10,245,001","10,250,000","$101,010","$1,010,100","123,000,000",$0.0098,
"$101,059",High Volume,"10,250,001","10,255,000","$101,059","$1,010,590","123,060,000",$0.0098,
"$101,108",High Volume,"10,255,001","10,260,000","$101,108","$1,011,080","123,120,000",$0.0098,
"$101,157",High Volume,"10,260,001","10,265,000","$101,157","$1,011,570","123,180,000",$0.0098,
"$101,206",High Volume,"10,265,001","10,270,000","$101,206","$1,012,060","123,240,000",$0.0098,
"$101,255",High Volume,"10,270,001","10,275,000","$101,255","$1,012,550","123,300,000",$0.0098,
"$101,304",High Volume,"10,275,001","10,280,000","$101,304","$1,013,040","123,360,000",$0.0098,
"$101,353",High Volume,"10,280,001","10,285,000","$101,353","$1,013,530","123,420,000",$0.0098,
"$101,402",High Volume,"10,285,001","10,290,000","$101,402","$1,014,020","123,480,000",$0.0098,
