Plan,Name,Min,Max,Cost,Annual,Send,PPS,
"$145,208",High Volume,"14,755,001","14,760,000","$145,208","$1,452,080","177,120,000",$0.0098,
"$145,257",High Volume,"14,760,001","14,765,000","$145,257","$1,452,570","177,180,000",$0.0098,
"$145,306",High Volume,"14,765,001","14,770,000","$145,306","$1,453,060","177,240,000",$0.0098,
"$145,355",High Volume,"14,770,001","14,775,000","$145,355","$1,453,550","177,300,000",$0.0098,
"$145,404",High Volume,"14,775,001","14,780,000","$145,404","$1,454,040","177,360,000",$0.0098,
"$145,453",High Volume,"14,780,001","14,785,000","$145,453","$1,454,530","177,420,000",$0.0098,
"$145,502",High Volume,"14,785,001","14,790,000","$145,502","$1,455,020","177,480,000",$0.0098,
"$145,551",High Volume,"14,790,001","14,795,000","$145,551","$1,455,510","177,540,000",$0.0098,
"$145,600",High Volume,"14,795,001","14,800,000","$145,600","$1,456,000","177,600,000",$0.0098,
"$145,649",High Volume,"14,800,001","14,805,000","$145,649","$1,456,490","177,660,000",$0.0098,
"$145,698",High Volume,"14,805,001","14,810,000","$145,698","$1,456,980","177,720,000",$0.0098,
"$145,747",High Volume,"14,810,001","14,815,000","$145,747","$1,457,470","177,780,000",$0.0098,
"$145,796",High Volume,"14,815,001","14,820,000","$145,796","$1,457,960","177,840,000",$0.0098,
"$145,845",High Volume,"14,820,001","14,825,000","$145,845","$1,458,450","177,900,000",$0.0098,
"$145,894",High Volume,"14,825,001","14,830,000","$145,894","$1,458,940","177,960,000",$0.0098,
"$145,943",High Volume,"14,830,001","14,835,000","$145,943","$1,459,430","178,020,000",$0.0098,
"$145,992",High Volume,"14,835,001","14,840,000","$145,992","$1,459,920","178,080,000",$0.0098,
"$146,041",High Volume,"14,840,001","14,845,000","$146,041","$1,460,410","178,140,000",$0.0098,
"$146,090",High Volume,"14,845,001","14,850,000","$146,090","$1,460,900","178,200,000",$0.0098,
"$146,139",High Volume,"14,850,001","14,855,000","$146,139","$1,461,390","178,260,000",$0.0098,
"$146,188",High Volume,"14,855,001","14,860,000","$146,188","$1,461,880","178,320,000",$0.0098,
"$146,237",High Volume,"14,860,001","14,865,000","$146,237","$1,462,370","178,380,000",$0.0098,
"$146,286",High Volume,"14,865,001","14,870,000","$146,286","$1,462,860","178,440,000",$0.0098,
"$146,335",High Volume,"14,870,001","14,875,000","$146,335","$1,463,350","178,500,000",$0.0098,
"$146,384",High Volume,"14,875,001","14,880,000","$146,384","$1,463,840","178,560,000",$0.0098,
"$146,433",High Volume,"14,880,001","14,885,000","$146,433","$1,464,330","178,620,000",$0.0098,
"$146,482",High Volume,"14,885,001","14,890,000","$146,482","$1,464,820","178,680,000",$0.0098,
"$146,531",High Volume,"14,890,001","14,895,000","$146,531","$1,465,310","178,740,000",$0.0098,
"$146,580",High Volume,"14,895,001","14,900,000","$146,580","$1,465,800","178,800,000",$0.0098,
"$146,629",High Volume,"14,900,001","14,905,000","$146,629","$1,466,290","178,860,000",$0.0098,
"$146,678",High Volume,"14,905,001","14,910,000","$146,678","$1,466,780","178,920,000",$0.0098,
"$146,727",High Volume,"14,910,001","14,915,000","$146,727","$1,467,270","178,980,000",$0.0098,
"$146,776",High Volume,"14,915,001","14,920,000","$146,776","$1,467,760","179,040,000",$0.0098,
"$146,825",High Volume,"14,920,001","14,925,000","$146,825","$1,468,250","179,100,000",$0.0098,
"$146,874",High Volume,"14,925,001","14,930,000","$146,874","$1,468,740","179,160,000",$0.0098,
"$146,923",High Volume,"14,930,001","14,935,000","$146,923","$1,469,230","179,220,000",$0.0098,
"$146,972",High Volume,"14,935,001","14,940,000","$146,972","$1,469,720","179,280,000",$0.0098,
"$147,021",High Volume,"14,940,001","14,945,000","$147,021","$1,470,210","179,340,000",$0.0098,
"$147,070",High Volume,"14,945,001","14,950,000","$147,070","$1,470,700","179,400,000",$0.0098,
"$147,119",High Volume,"14,950,001","14,955,000","$147,119","$1,471,190","179,460,000",$0.0098,
"$147,168",High Volume,"14,955,001","14,960,000","$147,168","$1,471,680","179,520,000",$0.0098,
"$147,217",High Volume,"14,960,001","14,965,000","$147,217","$1,472,170","179,580,000",$0.0098,
"$147,266",High Volume,"14,965,001","14,970,000","$147,266","$1,472,660","179,640,000",$0.0098,
"$147,315",High Volume,"14,970,001","14,975,000","$147,315","$1,473,150","179,700,000",$0.0098,
"$147,364",High Volume,"14,975,001","14,980,000","$147,364","$1,473,640","179,760,000",$0.0098,
"$147,413",High Volume,"14,980,001","14,985,000","$147,413","$1,474,130","179,820,000",$0.0098,
"$147,462",High Volume,"14,985,001","14,990,000","$147,462","$1,474,620","179,880,000",$0.0098,
"$147,511",High Volume,"14,990,001","14,995,000","$147,511","$1,475,110","179,940,000",$0.0098,
"$147,560",High Volume,"14,995,001","15,000,000","$147,560","$1,475,600","180,000,000",$0.0098,
"$147,609",High Volume,"15,000,001","15,005,000","$147,609","$1,476,090","180,060,000",$0.0098,
"$147,658",High Volume,"15,005,001","15,010,000","$147,658","$1,476,580","180,120,000",$0.0098,
"$147,707",High Volume,"15,010,001","15,015,000","$147,707","$1,477,070","180,180,000",$0.0098,
"$147,756",High Volume,"15,015,001","15,020,000","$147,756","$1,477,560","180,240,000",$0.0098,
"$147,805",High Volume,"15,020,001","15,025,000","$147,805","$1,478,050","180,300,000",$0.0098,
"$147,854",High Volume,"15,025,001","15,030,000","$147,854","$1,478,540","180,360,000",$0.0098,
"$147,903",High Volume,"15,030,001","15,035,000","$147,903","$1,479,030","180,420,000",$0.0098,
"$147,952",High Volume,"15,035,001","15,040,000","$147,952","$1,479,520","180,480,000",$0.0098,
"$148,001",High Volume,"15,040,001","15,045,000","$148,001","$1,480,010","180,540,000",$0.0098,
"$148,050",High Volume,"15,045,001","15,050,000","$148,050","$1,480,500","180,600,000",$0.0098,
"$148,099",High Volume,"15,050,001","15,055,000","$148,099","$1,480,990","180,660,000",$0.0098,
"$148,148",High Volume,"15,055,001","15,060,000","$148,148","$1,481,480","180,720,000",$0.0098,
"$148,197",High Volume,"15,060,001","15,065,000","$148,197","$1,481,970","180,780,000",$0.0098,
"$148,246",High Volume,"15,065,001","15,070,000","$148,246","$1,482,460","180,840,000",$0.0098,
"$148,295",High Volume,"15,070,001","15,075,000","$148,295","$1,482,950","180,900,000",$0.0098,
"$148,344",High Volume,"15,075,001","15,080,000","$148,344","$1,483,440","180,960,000",$0.0098,
"$148,393",High Volume,"15,080,001","15,085,000","$148,393","$1,483,930","181,020,000",$0.0098,
"$148,442",High Volume,"15,085,001","15,090,000","$148,442","$1,484,420","181,080,000",$0.0098,
"$148,491",High Volume,"15,090,001","15,095,000","$148,491","$1,484,910","181,140,000",$0.0098,
"$148,540",High Volume,"15,095,001","15,100,000","$148,540","$1,485,400","181,200,000",$0.0098,
"$148,589",High Volume,"15,100,001","15,105,000","$148,589","$1,485,890","181,260,000",$0.0098,
"$148,638",High Volume,"15,105,001","15,110,000","$148,638","$1,486,380","181,320,000",$0.0098,
"$148,687",High Volume,"15,110,001","15,115,000","$148,687","$1,486,870","181,380,000",$0.0098,
"$148,736",High Volume,"15,115,001","15,120,000","$148,736","$1,487,360","181,440,000",$0.0098,
"$148,785",High Volume,"15,120,001","15,125,000","$148,785","$1,487,850","181,500,000",$0.0098,
"$148,834",High Volume,"15,125,001","15,130,000","$148,834","$1,488,340","181,560,000",$0.0098,
"$148,883",High Volume,"15,130,001","15,135,000","$148,883","$1,488,830","181,620,000",$0.0098,
"$148,932",High Volume,"15,135,001","15,140,000","$148,932","$1,489,320","181,680,000",$0.0098,
"$148,981",High Volume,"15,140,001","15,145,000","$148,981","$1,489,810","181,740,000",$0.0098,
"$149,030",High Volume,"15,145,001","15,150,000","$149,030","$1,490,300","181,800,000",$0.0098,
"$149,079",High Volume,"15,150,001","15,155,000","$149,079","$1,490,790","181,860,000",$0.0098,
"$149,128",High Volume,"15,155,001","15,160,000","$149,128","$1,491,280","181,920,000",$0.0098,
"$149,177",High Volume,"15,160,001","15,165,000","$149,177","$1,491,770","181,980,000",$0.0098,
"$149,226",High Volume,"15,165,001","15,170,000","$149,226","$1,492,260","182,040,000",$0.0098,
"$149,275",High Volume,"15,170,001","15,175,000","$149,275","$1,492,750","182,100,000",$0.0098,
"$149,324",High Volume,"15,175,001","15,180,000","$149,324","$1,493,240","182,160,000",$0.0098,
"$149,373",High Volume,"15,180,001","15,185,000","$149,373","$1,493,730","182,220,000",$0.0098,
"$149,422",High Volume,"15,185,001","15,190,000","$149,422","$1,494,220","182,280,000",$0.0098,
"$149,471",High Volume,"15,190,001","15,195,000","$149,471","$1,494,710","182,340,000",$0.0098,
"$149,520",High Volume,"15,195,001","15,200,000","$149,520","$1,495,200","182,400,000",$0.0098,
"$149,569",High Volume,"15,200,001","15,205,000","$149,569","$1,495,690","182,460,000",$0.0098,
"$149,618",High Volume,"15,205,001","15,210,000","$149,618","$1,496,180","182,520,000",$0.0098,
"$149,667",High Volume,"15,210,001","15,215,000","$149,667","$1,496,670","182,580,000",$0.0098,
"$149,716",High Volume,"15,215,001","15,220,000","$149,716","$1,497,160","182,640,000",$0.0098,
"$149,765",High Volume,"15,220,001","15,225,000","$149,765","$1,497,650","182,700,000",$0.0098,
"$149,814",High Volume,"15,225,001","15,230,000","$149,814","$1,498,140","182,760,000",$0.0098,
"$149,863",High Volume,"15,230,001","15,235,000","$149,863","$1,498,630","182,820,000",$0.0098,
"$149,912",High Volume,"15,235,001","15,240,000","$149,912","$1,499,120","182,880,000",$0.0098,
"$149,961",High Volume,"15,240,001","15,245,000","$149,961","$1,499,610","182,940,000",$0.0098,
"$150,010",High Volume,"15,245,001","15,250,000","$150,010","$1,500,100","183,000,000",$0.0098,
"$150,059",High Volume,"15,250,001","15,255,000","$150,059","$1,500,590","183,060,000",$0.0098,
"$150,108",High Volume,"15,255,001","15,260,000","$150,108","$1,501,080","183,120,000",$0.0098,
"$150,157",High Volume,"15,260,001","15,265,000","$150,157","$1,501,570","183,180,000",$0.0098,
"$150,206",High Volume,"15,265,001","15,270,000","$150,206","$1,502,060","183,240,000",$0.0098,
"$150,255",High Volume,"15,270,001","15,275,000","$150,255","$1,502,550","183,300,000",$0.0098,
"$150,304",High Volume,"15,275,001","15,280,000","$150,304","$1,503,040","183,360,000",$0.0098,
"$150,353",High Volume,"15,280,001","15,285,000","$150,353","$1,503,530","183,420,000",$0.0098,
"$150,402",High Volume,"15,285,001","15,290,000","$150,402","$1,504,020","183,480,000",$0.0098,
"$150,451",High Volume,"15,290,001","15,295,000","$150,451","$1,504,510","183,540,000",$0.0098,
"$150,500",High Volume,"15,295,001","15,300,000","$150,500","$1,505,000","183,600,000",$0.0098,
"$150,549",High Volume,"15,300,001","15,305,000","$150,549","$1,505,490","183,660,000",$0.0098,
"$150,598",High Volume,"15,305,001","15,310,000","$150,598","$1,505,980","183,720,000",$0.0098,
"$150,647",High Volume,"15,310,001","15,315,000","$150,647","$1,506,470","183,780,000",$0.0098,
"$150,696",High Volume,"15,315,001","15,320,000","$150,696","$1,506,960","183,840,000",$0.0098,
"$150,745",High Volume,"15,320,001","15,325,000","$150,745","$1,507,450","183,900,000",$0.0098,
"$150,794",High Volume,"15,325,001","15,330,000","$150,794","$1,507,940","183,960,000",$0.0098,
"$150,843",High Volume,"15,330,001","15,335,000","$150,843","$1,508,430","184,020,000",$0.0098,
"$150,892",High Volume,"15,335,001","15,340,000","$150,892","$1,508,920","184,080,000",$0.0098,
"$150,941",High Volume,"15,340,001","15,345,000","$150,941","$1,509,410","184,140,000",$0.0098,
"$150,990",High Volume,"15,345,001","15,350,000","$150,990","$1,509,900","184,200,000",$0.0098,
"$151,039",High Volume,"15,350,001","15,355,000","$151,039","$1,510,390","184,260,000",$0.0098,
"$151,088",High Volume,"15,355,001","15,360,000","$151,088","$1,510,880","184,320,000",$0.0098,
"$151,137",High Volume,"15,360,001","15,365,000","$151,137","$1,511,370","184,380,000",$0.0098,
"$151,186",High Volume,"15,365,001","15,370,000","$151,186","$1,511,860","184,440,000",$0.0098,
"$151,235",High Volume,"15,370,001","15,375,000","$151,235","$1,512,350","184,500,000",$0.0098,
"$151,284",High Volume,"15,375,001","15,380,000","$151,284","$1,512,840","184,560,000",$0.0098,
"$151,333",High Volume,"15,380,001","15,385,000","$151,333","$1,513,330","184,620,000",$0.0098,
"$151,382",High Volume,"15,385,001","15,390,000","$151,382","$1,513,820","184,680,000",$0.0098,
"$151,431",High Volume,"15,390,001","15,395,000","$151,431","$1,514,310","184,740,000",$0.0098,
"$151,480",High Volume,"15,395,001","15,400,000","$151,480","$1,514,800","184,800,000",$0.0098,
"$151,529",High Volume,"15,400,001","15,405,000","$151,529","$1,515,290","184,860,000",$0.0098,
"$151,578",High Volume,"15,405,001","15,410,000","$151,578","$1,515,780","184,920,000",$0.0098,
"$151,627",High Volume,"15,410,001","15,415,000","$151,627","$1,516,270","184,980,000",$0.0098,
"$151,676",High Volume,"15,415,001","15,420,000","$151,676","$1,516,760","185,040,000",$0.0098,
"$151,725",High Volume,"15,420,001","15,425,000","$151,725","$1,517,250","185,100,000",$0.0098,
"$151,774",High Volume,"15,425,001","15,430,000","$151,774","$1,517,740","185,160,000",$0.0098,
"$151,823",High Volume,"15,430,001","15,435,000","$151,823","$1,518,230","185,220,000",$0.0098,
"$151,872",High Volume,"15,435,001","15,440,000","$151,872","$1,518,720","185,280,000",$0.0098,
"$151,921",High Volume,"15,440,001","15,445,000","$151,921","$1,519,210","185,340,000",$0.0098,
"$151,970",High Volume,"15,445,001","15,450,000","$151,970","$1,519,700","185,400,000",$0.0098,
"$152,019",High Volume,"15,450,001","15,455,000","$152,019","$1,520,190","185,460,000",$0.0098,
"$152,068",High Volume,"15,455,001","15,460,000","$152,068","$1,520,680","185,520,000",$0.0098,
"$152,117",High Volume,"15,460,001","15,465,000","$152,117","$1,521,170","185,580,000",$0.0098,
"$152,166",High Volume,"15,465,001","15,470,000","$152,166","$1,521,660","185,640,000",$0.0098,
"$152,215",High Volume,"15,470,001","15,475,000","$152,215","$1,522,150","185,700,000",$0.0098,
"$152,264",High Volume,"15,475,001","15,480,000","$152,264","$1,522,640","185,760,000",$0.0098,
"$152,313",High Volume,"15,480,001","15,485,000","$152,313","$1,523,130","185,820,000",$0.0098,
"$152,362",High Volume,"15,485,001","15,490,000","$152,362","$1,523,620","185,880,000",$0.0098,
"$152,411",High Volume,"15,490,001","15,495,000","$152,411","$1,524,110","185,940,000",$0.0098,
"$152,460",High Volume,"15,495,001","15,500,000","$152,460","$1,524,600","186,000,000",$0.0098,
"$152,509",High Volume,"15,500,001","15,505,000","$152,509","$1,525,090","186,060,000",$0.0098,
"$152,558",High Volume,"15,505,001","15,510,000","$152,558","$1,525,580","186,120,000",$0.0098,
"$152,607",High Volume,"15,510,001","15,515,000","$152,607","$1,526,070","186,180,000",$0.0098,
"$152,656",High Volume,"15,515,001","15,520,000","$152,656","$1,526,560","186,240,000",$0.0098,
"$152,705",High Volume,"15,520,001","15,525,000","$152,705","$1,527,050","186,300,000",$0.0098,
"$152,754",High Volume,"15,525,001","15,530,000","$152,754","$1,527,540","186,360,000",$0.0098,
"$152,803",High Volume,"15,530,001","15,535,000","$152,803","$1,528,030","186,420,000",$0.0098,
"$152,852",High Volume,"15,535,001","15,540,000","$152,852","$1,528,520","186,480,000",$0.0098,
"$152,901",High Volume,"15,540,001","15,545,000","$152,901","$1,529,010","186,540,000",$0.0098,
"$152,950",High Volume,"15,545,001","15,550,000","$152,950","$1,529,500","186,600,000",$0.0098,
"$152,999",High Volume,"15,550,001","15,555,000","$152,999","$1,529,990","186,660,000",$0.0098,
"$153,048",High Volume,"15,555,001","15,560,000","$153,048","$1,530,480","186,720,000",$0.0098,
"$153,097",High Volume,"15,560,001","15,565,000","$153,097","$1,530,970","186,780,000",$0.0098,
"$153,146",High Volume,"15,565,001","15,570,000","$153,146","$1,531,460","186,840,000",$0.0098,
"$153,195",High Volume,"15,570,001","15,575,000","$153,195","$1,531,950","186,900,000",$0.0098,
"$153,244",High Volume,"15,575,001","15,580,000","$153,244","$1,532,440","186,960,000",$0.0098,
"$153,293",High Volume,"15,580,001","15,585,000","$153,293","$1,532,930","187,020,000",$0.0098,
"$153,342",High Volume,"15,585,001","15,590,000","$153,342","$1,533,420","187,080,000",$0.0098,
"$153,391",High Volume,"15,590,001","15,595,000","$153,391","$1,533,910","187,140,000",$0.0098,
"$153,440",High Volume,"15,595,001","15,600,000","$153,440","$1,534,400","187,200,000",$0.0098,
"$153,489",High Volume,"15,600,001","15,605,000","$153,489","$1,534,890","187,260,000",$0.0098,
"$153,538",High Volume,"15,605,001","15,610,000","$153,538","$1,535,380","187,320,000",$0.0098,
"$153,587",High Volume,"15,610,001","15,615,000","$153,587","$1,535,870","187,380,000",$0.0098,
"$153,636",High Volume,"15,615,001","15,620,000","$153,636","$1,536,360","187,440,000",$0.0098,
"$153,685",High Volume,"15,620,001","15,625,000","$153,685","$1,536,850","187,500,000",$0.0098,
"$153,734",High Volume,"15,625,001","15,630,000","$153,734","$1,537,340","187,560,000",$0.0098,
"$153,783",High Volume,"15,630,001","15,635,000","$153,783","$1,537,830","187,620,000",$0.0098,
"$153,832",High Volume,"15,635,001","15,640,000","$153,832","$1,538,320","187,680,000",$0.0098,
"$153,881",High Volume,"15,640,001","15,645,000","$153,881","$1,538,810","187,740,000",$0.0098,
"$153,930",High Volume,"15,645,001","15,650,000","$153,930","$1,539,300","187,800,000",$0.0098,
"$153,979",High Volume,"15,650,001","15,655,000","$153,979","$1,539,790","187,860,000",$0.0098,
"$154,028",High Volume,"15,655,001","15,660,000","$154,028","$1,540,280","187,920,000",$0.0098,
"$154,077",High Volume,"15,660,001","15,665,000","$154,077","$1,540,770","187,980,000",$0.0098,
"$154,126",High Volume,"15,665,001","15,670,000","$154,126","$1,541,260","188,040,000",$0.0098,
"$154,175",High Volume,"15,670,001","15,675,000","$154,175","$1,541,750","188,100,000",$0.0098,
"$154,224",High Volume,"15,675,001","15,680,000","$154,224","$1,542,240","188,160,000",$0.0098,
"$154,273",High Volume,"15,680,001","15,685,000","$154,273","$1,542,730","188,220,000",$0.0098,
"$154,322",High Volume,"15,685,001","15,690,000","$154,322","$1,543,220","188,280,000",$0.0098,
"$154,371",High Volume,"15,690,001","15,695,000","$154,371","$1,543,710","188,340,000",$0.0098,
"$154,420",High Volume,"15,695,001","15,700,000","$154,420","$1,544,200","188,400,000",$0.0098,
"$154,469",High Volume,"15,700,001","15,705,000","$154,469","$1,544,690","188,460,000",$0.0098,
"$154,518",High Volume,"15,705,001","15,710,000","$154,518","$1,545,180","188,520,000",$0.0098,
"$154,567",High Volume,"15,710,001","15,715,000","$154,567","$1,545,670","188,580,000",$0.0098,
"$154,616",High Volume,"15,715,001","15,720,000","$154,616","$1,546,160","188,640,000",$0.0098,
"$154,665",High Volume,"15,720,001","15,725,000","$154,665","$1,546,650","188,700,000",$0.0098,
"$154,714",High Volume,"15,725,001","15,730,000","$154,714","$1,547,140","188,760,000",$0.0098,
"$154,763",High Volume,"15,730,001","15,735,000","$154,763","$1,547,630","188,820,000",$0.0098,
"$154,812",High Volume,"15,735,001","15,740,000","$154,812","$1,548,120","188,880,000",$0.0098,
"$154,861",High Volume,"15,740,001","15,745,000","$154,861","$1,548,610","188,940,000",$0.0098,
"$154,910",High Volume,"15,745,001","15,750,000","$154,910","$1,549,100","189,000,000",$0.0098,
"$154,959",High Volume,"15,750,001","15,755,000","$154,959","$1,549,590","189,060,000",$0.0098,
"$155,008",High Volume,"15,755,001","15,760,000","$155,008","$1,550,080","189,120,000",$0.0098,
"$155,057",High Volume,"15,760,001","15,765,000","$155,057","$1,550,570","189,180,000",$0.0098,
"$155,106",High Volume,"15,765,001","15,770,000","$155,106","$1,551,060","189,240,000",$0.0098,
"$155,155",High Volume,"15,770,001","15,775,000","$155,155","$1,551,550","189,300,000",$0.0098,
"$155,204",High Volume,"15,775,001","15,780,000","$155,204","$1,552,040","189,360,000",$0.0098,
"$155,253",High Volume,"15,780,001","15,785,000","$155,253","$1,552,530","189,420,000",$0.0098,
"$155,302",High Volume,"15,785,001","15,790,000","$155,302","$1,553,020","189,480,000",$0.0098,
"$155,351",High Volume,"15,790,001","15,795,000","$155,351","$1,553,510","189,540,000",$0.0098,
"$155,400",High Volume,"15,795,001","15,800,000","$155,400","$1,554,000","189,600,000",$0.0098,
"$155,449",High Volume,"15,800,001","15,805,000","$155,449","$1,554,490","189,660,000",$0.0098,
"$155,498",High Volume,"15,805,001","15,810,000","$155,498","$1,554,980","189,720,000",$0.0098,
"$155,547",High Volume,"15,810,001","15,815,000","$155,547","$1,555,470","189,780,000",$0.0098,
"$155,596",High Volume,"15,815,001","15,820,000","$155,596","$1,555,960","189,840,000",$0.0098,
"$155,645",High Volume,"15,820,001","15,825,000","$155,645","$1,556,450","189,900,000",$0.0098,
"$155,694",High Volume,"15,825,001","15,830,000","$155,694","$1,556,940","189,960,000",$0.0098,
"$155,743",High Volume,"15,830,001","15,835,000","$155,743","$1,557,430","190,020,000",$0.0098,
"$155,792",High Volume,"15,835,001","15,840,000","$155,792","$1,557,920","190,080,000",$0.0098,
"$155,841",High Volume,"15,840,001","15,845,000","$155,841","$1,558,410","190,140,000",$0.0098,
"$155,890",High Volume,"15,845,001","15,850,000","$155,890","$1,558,900","190,200,000",$0.0098,
"$155,939",High Volume,"15,850,001","15,855,000","$155,939","$1,559,390","190,260,000",$0.0098,
"$155,988",High Volume,"15,855,001","15,860,000","$155,988","$1,559,880","190,320,000",$0.0098,
"$156,037",High Volume,"15,860,001","15,865,000","$156,037","$1,560,370","190,380,000",$0.0098,
"$156,086",High Volume,"15,865,001","15,870,000","$156,086","$1,560,860","190,440,000",$0.0098,
"$156,135",High Volume,"15,870,001","15,875,000","$156,135","$1,561,350","190,500,000",$0.0098,
"$156,184",High Volume,"15,875,001","15,880,000","$156,184","$1,561,840","190,560,000",$0.0098,
"$156,233",High Volume,"15,880,001","15,885,000","$156,233","$1,562,330","190,620,000",$0.0098,
"$156,282",High Volume,"15,885,001","15,890,000","$156,282","$1,562,820","190,680,000",$0.0098,
"$156,331",High Volume,"15,890,001","15,895,000","$156,331","$1,563,310","190,740,000",$0.0098,
"$156,380",High Volume,"15,895,001","15,900,000","$156,380","$1,563,800","190,800,000",$0.0098,
"$156,429",High Volume,"15,900,001","15,905,000","$156,429","$1,564,290","190,860,000",$0.0098,
"$156,478",High Volume,"15,905,001","15,910,000","$156,478","$1,564,780","190,920,000",$0.0098,
"$156,527",High Volume,"15,910,001","15,915,000","$156,527","$1,565,270","190,980,000",$0.0098,
"$156,576",High Volume,"15,915,001","15,920,000","$156,576","$1,565,760","191,040,000",$0.0098,
"$156,625",High Volume,"15,920,001","15,925,000","$156,625","$1,566,250","191,100,000",$0.0098,
"$156,674",High Volume,"15,925,001","15,930,000","$156,674","$1,566,740","191,160,000",$0.0098,
"$156,723",High Volume,"15,930,001","15,935,000","$156,723","$1,567,230","191,220,000",$0.0098,
"$156,772",High Volume,"15,935,001","15,940,000","$156,772","$1,567,720","191,280,000",$0.0098,
"$156,821",High Volume,"15,940,001","15,945,000","$156,821","$1,568,210","191,340,000",$0.0098,
"$156,870",High Volume,"15,945,001","15,950,000","$156,870","$1,568,700","191,400,000",$0.0098,
"$156,919",High Volume,"15,950,001","15,955,000","$156,919","$1,569,190","191,460,000",$0.0098,
"$156,968",High Volume,"15,955,001","15,960,000","$156,968","$1,569,680","191,520,000",$0.0098,
"$157,017",High Volume,"15,960,001","15,965,000","$157,017","$1,570,170","191,580,000",$0.0098,
"$157,066",High Volume,"15,965,001","15,970,000","$157,066","$1,570,660","191,640,000",$0.0098,
"$157,115",High Volume,"15,970,001","15,975,000","$157,115","$1,571,150","191,700,000",$0.0098,
"$157,164",High Volume,"15,975,001","15,980,000","$157,164","$1,571,640","191,760,000",$0.0098,
"$157,213",High Volume,"15,980,001","15,985,000","$157,213","$1,572,130","191,820,000",$0.0098,
"$157,262",High Volume,"15,985,001","15,990,000","$157,262","$1,572,620","191,880,000",$0.0098,
"$157,311",High Volume,"15,990,001","15,995,000","$157,311","$1,573,110","191,940,000",$0.0098,
"$157,360",High Volume,"15,995,001","16,000,000","$157,360","$1,573,600","192,000,000",$0.0098,
"$157,409",High Volume,"16,000,001","16,005,000","$157,409","$1,574,090","192,060,000",$0.0098,
"$157,458",High Volume,"16,005,001","16,010,000","$157,458","$1,574,580","192,120,000",$0.0098,
"$157,507",High Volume,"16,010,001","16,015,000","$157,507","$1,575,070","192,180,000",$0.0098,
"$157,556",High Volume,"16,015,001","16,020,000","$157,556","$1,575,560","192,240,000",$0.0098,
"$157,605",High Volume,"16,020,001","16,025,000","$157,605","$1,576,050","192,300,000",$0.0098,
"$157,654",High Volume,"16,025,001","16,030,000","$157,654","$1,576,540","192,360,000",$0.0098,
"$157,703",High Volume,"16,030,001","16,035,000","$157,703","$1,577,030","192,420,000",$0.0098,
"$157,752",High Volume,"16,035,001","16,040,000","$157,752","$1,577,520","192,480,000",$0.0098,
"$157,801",High Volume,"16,040,001","16,045,000","$157,801","$1,578,010","192,540,000",$0.0098,
"$157,850",High Volume,"16,045,001","16,050,000","$157,850","$1,578,500","192,600,000",$0.0098,
"$157,899",High Volume,"16,050,001","16,055,000","$157,899","$1,578,990","192,660,000",$0.0098,
"$157,948",High Volume,"16,055,001","16,060,000","$157,948","$1,579,480","192,720,000",$0.0098,
"$157,997",High Volume,"16,060,001","16,065,000","$157,997","$1,579,970","192,780,000",$0.0098,
"$158,046",High Volume,"16,065,001","16,070,000","$158,046","$1,580,460","192,840,000",$0.0098,
"$158,095",High Volume,"16,070,001","16,075,000","$158,095","$1,580,950","192,900,000",$0.0098,
"$158,144",High Volume,"16,075,001","16,080,000","$158,144","$1,581,440","192,960,000",$0.0098,
"$158,193",High Volume,"16,080,001","16,085,000","$158,193","$1,581,930","193,020,000",$0.0098,
"$158,242",High Volume,"16,085,001","16,090,000","$158,242","$1,582,420","193,080,000",$0.0098,
"$158,291",High Volume,"16,090,001","16,095,000","$158,291","$1,582,910","193,140,000",$0.0098,
"$158,340",High Volume,"16,095,001","16,100,000","$158,340","$1,583,400","193,200,000",$0.0098,
"$158,389",High Volume,"16,100,001","16,105,000","$158,389","$1,583,890","193,260,000",$0.0098,
"$158,438",High Volume,"16,105,001","16,110,000","$158,438","$1,584,380","193,320,000",$0.0098,
"$158,487",High Volume,"16,110,001","16,115,000","$158,487","$1,584,870","193,380,000",$0.0098,
"$158,536",High Volume,"16,115,001","16,120,000","$158,536","$1,585,360","193,440,000",$0.0098,
"$158,585",High Volume,"16,120,001","16,125,000","$158,585","$1,585,850","193,500,000",$0.0098,
"$158,634",High Volume,"16,125,001","16,130,000","$158,634","$1,586,340","193,560,000",$0.0098,
"$158,683",High Volume,"16,130,001","16,135,000","$158,683","$1,586,830","193,620,000",$0.0098,
"$158,732",High Volume,"16,135,001","16,140,000","$158,732","$1,587,320","193,680,000",$0.0098,
"$158,781",High Volume,"16,140,001","16,145,000","$158,781","$1,587,810","193,740,000",$0.0098,
"$158,830",High Volume,"16,145,001","16,150,000","$158,830","$1,588,300","193,800,000",$0.0098,
"$158,879",High Volume,"16,150,001","16,155,000","$158,879","$1,588,790","193,860,000",$0.0098,
"$158,928",High Volume,"16,155,001","16,160,000","$158,928","$1,589,280","193,920,000",$0.0098,
"$158,977",High Volume,"16,160,001","16,165,000","$158,977","$1,589,770","193,980,000",$0.0098,
"$159,026",High Volume,"16,165,001","16,170,000","$159,026","$1,590,260","194,040,000",$0.0098,
"$159,075",High Volume,"16,170,001","16,175,000","$159,075","$1,590,750","194,100,000",$0.0098,
"$159,124",High Volume,"16,175,001","16,180,000","$159,124","$1,591,240","194,160,000",$0.0098,
